Spotify ID,Artist IDs,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Added By,Added At,Genres,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
20I8RduZC2PWMWTDCZuuAN,"0XNa1vTidXlvJ2gHSsRi4A","Take Me Out","Franz Ferdinand","Franz Ferdinand",2004-02-16,237026,76,spotify:user:flaredfive830,2019-07-15T03:36:19Z,"alternative rock,dance rock,indie rock,modern rock,rock,scottish rock",0.277,0.663,4,-8.821,0,0.0377,0.000409,0.00051,0.136,0.527,104.561,4
1vxw6aYJls2oq3gW0DujAo,"5SbkVQYYzlw1kte75QIabH","Crazy","St. Elsewhere","Gnarls Barkley",2006-04-24,177933,72,spotify:user:flaredfive830,2019-07-15T03:36:20Z,"atl hip hop,neo soul",0.866,0.537,8,-5.786,1,0.0335,0.053,0.0156,0.0866,0.643,111.987,4
5dKBaysNJtfpyNTRa5lqDb,"5BvJzeQpmsdsFp4HGUYUEx","A-Punk","Vampire Weekend","Vampire Weekend",2008-01-27,137760,6,spotify:user:flaredfive830,2019-07-15T03:36:22Z,"baroque pop,chamber pop,garage rock,indie rock,indietronica,modern rock",0.551,0.821,2,-4.489,1,0.0539,0.0102,0.0438,0.153,0.842,174.923,4
5W3cjX2J3tjhG8zb6u0qHn,"4tZwfgrHOc3mvqYlEYSvVi","Harder, Better, Faster, Stronger","Discovery","Daft Punk",2001-03-12,224693,64,spotify:user:flaredfive830,2019-07-15T03:36:24Z,"electro,filter house,rock",0.817,0.716,6,-8.898,0,0.144,0.0427,0.00263,0.358,0.692,123.474,4
1jJci4qxiYcOHhQR247rEU,"0SwO7SWeDHJijQ3XNS7xEE","Kids","Oracular Spectacular","MGMT",2007-12-14,302840,73,spotify:user:flaredfive830,2019-07-15T03:36:25Z,"alternative rock,indie rock,indietronica,modern rock,rock",0.451,0.931,9,-3.871,1,0.0719,0.00076,0.0049,0.361,0.172,122.961,4
5zF2zGPkL6Ipsn9AfAK6RP,"04gDigrS5kc9YWfZHwBETP","This Love","Songs About Jane","Maroon 5",2002-06-25,206200,0,spotify:user:flaredfive830,2019-07-15T03:36:30Z,"pop",0.714,0.868,5,-4.596,0,0.0363,0.0551,0,0.0987,0.78,95.05,4
0a7BloCiNzLDD9qSQHh5m7,"4UXqAaa6dQYAk18Lv7PEgX","Dance, Dance","From Under The Cork Tree","Fall Out Boy",2005-05-03,180266,72,spotify:user:flaredfive830,2019-07-15T03:36:49Z,"emo,modern rock,pop,pop punk,rock",0.621,0.961,11,-3.198,0,0.154,0.00523,0,0.0854,0.449,114.451,4
4y6c5vMzKKM3KsMbHtjKx5,"5K4W6rqBFWDnAN6FQUkS6x","Stronger","Graduation (UK Version)","Kanye West",2007-09-11,311866,0,spotify:user:flaredfive830,2019-07-15T03:36:54Z,"chicago rap,hip hop,rap",0.617,0.717,10,-7.858,0,0.153,0.00564,0,0.408,0.49,103.992,4
3BE0getU08uXas8ZjULABA,"5BcAKTbp20cv7tC5VqPFoC,4e0nWw2r4BoQSKPQ2zpU13","Can't Hold Us (feat. Ray Dalton)","The Heist","Macklemore & Ryan Lewis,Ray Dalton",2012-10-10,258431,0,spotify:user:flaredfive830,2019-07-15T03:37:01Z,"pop rap,seattle hip hop,pop dance",0.634,0.927,2,-4.468,1,0.0838,0.027,0,0.0986,0.88,146.094,4
5eCgNATwXgRc4mZx9NymGJ,"1vCWHaC5f2uS3yhpwWbIA6","Waiting For Love","Waiting For Love","Avicii",2015-05-22,228750,0,spotify:user:flaredfive830,2019-07-15T03:37:03Z,"dance pop,edm,pop,pop dance",0.567,0.746,6,-3.748,0,0.0511,0.335,0,0.392,0.578,128.03,4
086myS9r57YsLbJpU0TgK9,"7Ln80lUS6He07XvHI8qqHH","Why'd You Only Call Me When You're High?","AM","Arctic Monkeys",2013-09-09,161123,80,spotify:user:flaredfive830,2019-07-15T03:37:04Z,"garage rock,modern rock,permanent wave,rock,sheffield indie",0.691,0.631,2,-6.478,1,0.0368,0.0483,0.0000113,0.104,0.8,92.004,4
75aM5sH14TfMYSDLxrfDNW,"2FXC3k01G6Gw61bmprjgqS","Someone New","Now That's What I Call Music! 91","Hozier",2015-07-24,224840,0,spotify:user:flaredfive830,2019-07-15T03:37:09Z,"irish singer-songwriter,modern rock,pov: indie",0.593,0.529,7,-6.036,1,0.0326,0.416,0.00000321,0.105,0.592,92.024,4
7nAJz8lfy2wtkPOBROSATs,"1vCWHaC5f2uS3yhpwWbIA6","The Nights","Now That's What I Call Pop","Avicii",2015-09-25,177626,0,spotify:user:flaredfive830,2019-07-15T03:37:12Z,"dance pop,edm,pop,pop dance",0.539,0.846,6,-5.209,1,0.0435,0.0186,0,0.258,0.688,125.935,4
1qfYG2JrchEyJiqKnkE7YQ,"536BYVgOnRky0xjsPT96zl","What You Know","Tourist History","Two Door Cinema Club",2010-02-07,189693,4,spotify:user:flaredfive830,2019-07-15T03:37:17Z,"indie rock,indietronica,irish rock,modern alternative rock,modern rock,northern irish indie",0.55,0.753,6,-4.003,0,0.0407,0.000665,0.00000774,0.0921,0.841,139.048,4
6t6oULCRS6hnI7rm0h5gwl,"5nCi3BB41mBaMH9gfr6Su0","Some Nights","Some Nights","fun.",2012-02-21,277040,62,spotify:user:flaredfive830,2019-07-15T03:37:18Z,"baroque pop,metropopolis",0.672,0.738,0,-7.045,1,0.0506,0.0178,0.0000675,0.0927,0.392,107.938,4
6gpcs5eMhJwax4mIfKDYQk,"7CajNmpbOovFoOoasH2HaY,2h93pZq0e7k5yf4dywlkpM,6oMuImdp5ZcFhWP0ESe6mG","Slide (feat. Frank Ocean & Migos)","Slide (feat. Frank Ocean & Migos)","Calvin Harris,Frank Ocean,Migos",2017-02-24,230813,66,spotify:user:flaredfive830,2019-07-15T03:37:22Z,"dance pop,edm,electro house,house,pop,pop dance,progressive house,uk dance,lgbtq+ hip hop,neo soul,atl hip hop,hip hop,pop rap,rap,trap",0.736,0.795,1,-3.299,0,0.0545,0.498,0.00000121,0.254,0.511,104.066,4
75ZvA4QfFiZvzhj2xkaWAh,"246dkjvS1zLTtiykXe5h60","I Fall Apart","Stoney (Deluxe)","Post Malone",2016-12-09,223346,71,spotify:user:flaredfive830,2019-07-15T03:37:23Z,"dfw rap,melodic rap,pop,rap",0.556,0.538,8,-5.408,0,0.0382,0.0689,0,0.196,0.291,143.946,4
2UzMpPKPhbcC8RbsmuURAZ,"7Ln80lUS6He07XvHI8qqHH","Do I Wanna Know?","AM","Arctic Monkeys",2013-09-10,272386,0,spotify:user:flaredfive830,2019-07-15T03:37:24Z,"garage rock,modern rock,permanent wave,rock,sheffield indie",0.55,0.532,5,-7.591,1,0.032,0.174,0.000347,0.218,0.41,85.032,4
519uJbE3zyKLlToVA65PrP,"5Pwc4xIPtQLFEnJriah9YJ","Counting Stars","Native (Deluxe)","OneRepublic",2013-01-01,257266,0,spotify:user:flaredfive830,2019-07-15T03:37:30Z,"piano rock,pop",0.665,0.7,1,-4.946,0,0.042,0.066,0,0.119,0.473,121.961,4
6gBFPUFcJLzWGx4lenP6h2,"0Y5tJX1MQlPlqiwlOH1tJY","goosebumps","Birds In The Trap Sing McKnight","Travis Scott",2016-09-16,243836,81,spotify:user:flaredfive830,2019-07-15T03:37:31Z,"rap,slap house",0.841,0.728,7,-3.37,1,0.0484,0.0847,0,0.149,0.43,130.049,4
02GjIfCpwttPAikjm5Hwcb,"07QEuhtrNmmZ0zEcqE9SF6,6sFIWsNpZYqfjUpaCgueju","Good Time","Good Time","Owl City,Carly Rae Jepsen",2012-01-01,206986,36,spotify:user:flaredfive830,2019-07-15T03:37:37Z,"indietronica,pop,canadian pop,dance pop",0.567,0.887,3,-4.253,1,0.128,0.0295,0.00000638,0.297,0.654,126.057,4
2AT8iROs4FQueDv2c8q2KE,"7Ln80lUS6He07XvHI8qqHH","R U Mine?","AM","Arctic Monkeys",2013-09-09,201726,75,spotify:user:flaredfive830,2019-07-15T03:37:39Z,"garage rock,modern rock,permanent wave,rock,sheffield indie",0.288,0.758,6,-5.692,0,0.0371,0.00616,0,0.303,0.619,97.094,4
37sINbJZcFdHFAsVNsPq1i,"3AQRLZ9PuTAozP28Skbq8V","Superheroes","No Sound Without Silence","The Script",2014-09-15,245466,67,spotify:user:flaredfive830,2019-07-15T03:38:09Z,"celtic rock,pop",0.49,0.885,3,-4.121,1,0.0396,0.00218,0,0.0741,0.64,166.996,4
7lQqaqZu0vjxzpdATOIsDt,"1Xyo4u8uXC1ZmMpatF05PJ,4tZwfgrHOc3mvqYlEYSvVi","Starboy","Starboy","The Weeknd,Daft Punk",2016-09-22,230466,0,spotify:user:flaredfive830,2019-07-15T03:38:11Z,"canadian contemporary r&b,canadian pop,pop,electro,filter house,rock",0.68,0.594,7,-7.021,1,0.28,0.159,0.00000235,0.134,0.475,186.04,4
3SFnloABPd4n3d2B2KU2Zd,"2Tglaf8nvDzwSQnpSrjLHP,2LRR1XoqMZ64hebNjiFJqj","Bossa No Sé (feat. Jean Carter)","Bossa No Sé (feat. Jean Carter)","Cuco,Jean Carter",2019-05-22,201263,0,spotify:user:flaredfive830,2019-07-15T03:38:14Z,"bedroom pop,dream pop",0.826,0.677,4,-5.401,1,0.0461,0.512,0,0.115,0.433,134.118,4
7bDaswZlpaAe8rPQOWHySn,"072QZuLtCqlAesYnOGY7lN","Walk Man","Walk Man","Tiny Meat Gang",2019-06-07,165937,0,spotify:user:flaredfive830,2019-07-15T03:38:18Z,"meme rap",0.931,0.699,4,-4.991,0,0.0781,0.354,0.000158,0.121,0.4,94.987,4
40OMBMYRk5IQL6xCzGM0JA,"60d24wfXkVzDSfLS6hyCjZ,3JhNCzhSMTxs9WLGJJxWOY,4UXqAaa6dQYAk18Lv7PEgX","Summer Days (feat. Macklemore & Patrick Stump of Fall Out Boy)","The Martin Garrix Experience","Martin Garrix,Macklemore,Fall Out Boy",2019-07-10,163804,26,spotify:user:flaredfive830,2019-07-15T03:38:36Z,"dutch edm,edm,pop,pop dance,progressive house,pop rap,seattle hip hop,emo,modern rock,pop punk,rock",0.661,0.723,5,-6.976,0,0.0566,0.179,0.0000123,0.14,0.316,113.778,4
2MuMD298IpYqKF367wegUd,"4xRYI6VqpkE3UwrDrAZL8L,7dGJo4pcD2V6oG8kP0tJRR","Homicide (feat. Eminem)","Confessions of a Dangerous Mind","Logic,Eminem",2019-05-10,245386,0,spotify:user:flaredfive830,2019-07-15T03:38:40Z,"conscious hip hop,hip hop,pop rap,rap,detroit hip hop",0.694,0.759,10,-5.667,0,0.398,0.137,0,0.167,0.77,140.055,4
6MWtB6iiXyIwun0YzU6DFP,"246dkjvS1zLTtiykXe5h60","Wow.","Wow.","Post Malone",2018-12-24,149520,1,spotify:user:flaredfive830,2019-07-15T03:39:14Z,"dfw rap,melodic rap,pop,rap",0.833,0.539,11,-7.399,0,0.178,0.163,0.0000021,0.101,0.385,99.947,4
152lZdxL1OR0ZMW6KquMif,"6LuN9FCkKOj5PcnpouEgny","Location","American Teen","Khalid",2017-04-27,219080,70,spotify:user:flaredfive830,2019-07-15T03:39:16Z,"pop,pop r&b",0.736,0.449,1,-11.462,0,0.425,0.33,0.000162,0.0898,0.326,80.126,4
0GO8y8jQk1PkHzS31d699N,"3kVUvbeRdcrqQ3oHk5hPdx","Tongue Tied","Never Trust a Happy Song","GROUPLOVE",2011-09-02,218013,75,spotify:user:flaredfive830,2019-07-15T03:39:18Z,"indie rock,la indie,modern alternative rock,modern rock,pov: indie",0.56,0.936,3,-5.835,1,0.0439,0.00847,0,0.161,0.371,112.96,4
6vBdBCoOhKHiYDDOcorfNo,"246dkjvS1zLTtiykXe5h60,50co4Is1HCEo8bhOyUWKpn","Goodbyes (Feat. Young Thug)","Goodbyes (Feat. Young Thug)","Post Malone,Young Thug",2019-07-05,174960,0,spotify:user:flaredfive830,2019-07-15T03:40:15Z,"dfw rap,melodic rap,pop,rap,atl hip hop,atl trap,gangster rap,trap",0.58,0.653,5,-3.818,1,0.0745,0.447,0,0.111,0.175,150.231,4
2V4bv1fNWfTcyRJKmej6Sj,"2KsP6tYLJlTBvSUxnwlVWa,1Bo8Afb2Qbjs4x6kJHyjle","Cooler Than Me - Single Mix","31 Minutes to Takeoff","Mike Posner,Gigamesh",2010-08-09,213293,72,spotify:user:flaredfive830,2019-07-15T03:40:57Z,"dance pop,pop,pop dance,pop rap,electrofox,filter house,nu disco",0.768,0.82,7,-4.63,0,0.0474,0.179,0,0.689,0.625,129.965,4
799f6Ih1Pu4AUApMyXhxUc,"73sIBHcqh3Z3NyqHKZ7FOL","Bonfire","Camp","Childish Gambino",2011-11-15,192946,0,spotify:user:flaredfive830,2019-07-15T03:41:02Z,"atl hip hop,hip hop,rap",0.506,0.745,8,-6.044,1,0.331,0.0594,0,0.341,0.311,161.808,4
3bH4HzoZZFq8UpZmI2AMgV,"0hEurMDQu99nJRq8pTxO14","New Light","New Light","John Mayer",2018-05-10,216014,0,spotify:user:flaredfive830,2019-07-15T03:41:12Z,"neo mellow,singer-songwriter",0.828,0.689,7,-7.878,1,0.0326,0.325,0.0384,0.0808,0.853,123.931,4
7HytU9V8vMCUayply0lYBq,"382aq8Pij5V2nE2JMHMoxl,2cFrymmkijnjDg9SS92EPM,6gyKRQqExSKKBBuScJ0pwx","Champagne and Pools (feat. Blackbear & Kyle)","Happy Camper","Hoodie Allen,blackbear,Kyle",2016-01-22,214413,45,spotify:user:flaredfive830,2019-07-15T03:42:14Z,"indie pop rap,alt z,pop",0.61,0.641,9,-4.352,0,0.268,0.519,0,0.902,0.852,67.413,4
1Pyxh8ERS8aouSSOQVvVsz,"1ShZZUjkbXCjhwrb18BA8I","Sour Patch Kids","Lazy Fair","Bryce Vine",2014-04-15,252560,0,spotify:user:flaredfive830,2019-07-15T03:42:15Z,"indie pop rap",0.483,0.777,4,-5.049,1,0.0618,0.017,0.0000194,0.209,0.572,153.054,4
2EEeOnHehOozLq4aS0n6SL,"4qBgvVog0wzW75IQ48mU7v,6icQOAFXDZKsumw3YXyusw","iSpy (feat. Lil Yachty)","iSpy (feat. Lil Yachty)","KYLE,Lil Yachty",2016-12-02,253106,64,spotify:user:flaredfive830,2019-07-15T03:42:17Z,"deep underground hip hop,indie pop rap,pop rap,viral trap,atl hip hop,melodic rap,rap,trap",0.746,0.653,7,-6.745,1,0.289,0.378,0,0.229,0.672,75.016,4
1tNJrcVe6gwLEiZCtprs1u,"6USv9qhCn6zfxlBQIYJ9qs","3 Nights","Don't Forget About Me, Demos","Dominic Fike",2018-10-16,177666,67,spotify:user:flaredfive830,2019-07-15T03:42:18Z,"alternative pop rock,pov: indie",0.815,0.518,7,-6.594,0,0.0897,0.223,0,0.104,0.877,151.891,4
3iHSJIhXuDC0V0S6m9yW2B,"2q3GG88dVwuQPF4FmySr9I","Where Do You Run","ATLAS (Deluxe)","The Score",2017-10-13,203200,35,spotify:user:flaredfive830,2019-07-15T03:42:20Z,"modern alternative rock,pov: indie",0.412,0.731,1,-4.306,1,0.037,0.00159,0,0.058,0.539,149.814,4
4SSnFejRGlZikf02HLewEF,"6qqNVTkY8uBg9cP3Jd7DAH","bury a friend","WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?","Billie Eilish",2019-03-29,193143,68,spotify:user:flaredfive830,2019-07-15T03:42:21Z,"art pop,pop",0.905,0.389,8,-14.505,1,0.332,0.74,0.162,0.106,0.196,120.046,4
6JnufVNLIO5F5Lk4sEVLeI,"3gd8FJtBJtkRxdfbTu19U2","Little Lion Man","Sigh No More","Mumford & Sons",2009-10-02,246973,1,spotify:user:flaredfive830,2019-07-15T03:42:22Z,"modern folk rock,modern rock,neo mellow,stomp and holler,uk americana",0.517,0.481,5,-8.273,1,0.0272,0.0293,0.0000179,0.0903,0.461,138.51,4
7FX3ZWE70VRjsprg5oeECc,"0ZxZlO7oWCSYMXhehpyMvE","Talk Too Much","Talk Too Much","COIN",2016-05-06,187813,40,spotify:user:flaredfive830,2019-07-15T03:42:23Z,"pov: indie",0.598,0.914,4,-3.752,1,0.0878,0.0106,0.00000122,0.369,0.531,103.972,4
5xC8uOesnn0udeXAYlAnoY,"0sHeX8oQ6o7xic3wMf4NBU","Alright","I Should Coco","Supergrass",1995-05-15,180880,5,spotify:user:flaredfive830,2019-07-15T03:42:28Z,"alternative rock,britpop,oxford indie",0.467,0.958,4,-4.808,0,0.0775,0.000479,0.199,0.299,0.701,145.92,4
6vECYJHxYmm3Ydt3fF01pE,"1hzfo8twXdOegF3xireCYs","Stolen Dance","Sadnecessary","Milky Chance",2014-06-20,313684,2,spotify:user:flaredfive830,2019-07-15T03:43:51Z,"german pop,modern rock",0.885,0.581,11,-8.813,1,0.0378,0.427,0.000204,0.0759,0.728,114.016,4
2CWOMDYFK4Ef3867nEhnVM,"1igl9M102nuD96lo3ZoW5d","Memories","Spider-Man: Into the Spider-Verse (Soundtrack From & Inspired by the Motion Picture)","Thutmose",2018-12-14,199146,50,spotify:user:flaredfive830,2019-07-15T03:43:51Z,"indie pop rap",0.567,0.651,5,-7.146,0,0.0554,0.0519,0,0.183,0.518,93.989,4
3a1lNhkSLSkpJE4MSHpDu9,"246dkjvS1zLTtiykXe5h60,0VRj0yCOv2FXJNP47XQnx5","Congratulations","Stoney (Deluxe)","Post Malone,Quavo",2016-12-09,220293,75,spotify:user:flaredfive830,2019-07-15T03:43:53Z,"dfw rap,melodic rap,pop,rap,atl hip hop,trap",0.63,0.804,6,-4.183,1,0.0364,0.215,0,0.253,0.492,123.146,4
0b9oOr2ZgvyQu88wzixux9,"73sIBHcqh3Z3NyqHKZ7FOL","This Is America","This Is America","Childish Gambino",2018-05-06,225773,62,spotify:user:flaredfive830,2019-07-15T03:43:54Z,"atl hip hop,hip hop,rap",0.854,0.463,5,-6.159,1,0.137,0.117,0,0.354,0.549,120.024,4
4kWO6O1BUXcZmaxitpVUwp,"2o5jDhtHVPhrJdv3cEQ99Z,5vQfv3s2Z2SRdPZKr82ABw,0bdJZl7TDeiymDYzMJnVh2,246dkjvS1zLTtiykXe5h60","Jackie Chan","Jackie Chan","Tiësto,Dzeko,Preme,Post Malone",2018-05-18,215759,65,spotify:user:flaredfive830,2019-07-15T03:43:55Z,"big room,brostep,dutch edm,edm,house,pop dance,progressive electro house,slap house,trance,canadian electronic,dutch house,electro house,pop edm,canadian hip hop,canadian trap,dfw rap,melodic rap,pop,rap",0.747,0.834,3,-2.867,0,0.045,0.374,0,0.0586,0.687,128.005,4
7L6v4BoEk6efFAC4ErAKj5,"4AcHt3JxKy59IX7JNNlZn4","Roll Up","Fitz and The Tantrums (Deluxe Edition)","Fitz and The Tantrums",2017-07-24,218400,36,spotify:user:flaredfive830,2019-07-15T03:43:56Z,"la indie,modern alternative rock,modern rock,pop rock,pov: indie",0.689,0.969,0,-3.041,1,0.0581,0.0357,0.00000956,0.08,0.638,92.506,4
1peT7rhuRsVvJVSSd0iXXp,"6S0dmVVn4udvppDhZIWxCr","Beautiful Girls","Pure... 2000s Party","Sean Kingston",2014-08-29,241666,41,spotify:user:flaredfive830,2019-07-15T03:43:59Z,"dance pop,miami hip hop,pop",0.543,0.642,4,-6.532,1,0.0887,0.138,0,0.243,0.743,117.923,4
1dNIEtp7AY3oDAKCGg2XkH,"69GGBxA162lTqCwzJG5jLp,4gzpq5DPGxSnKTe4SA8HAU","Something Just Like This","Something Just Like This","The Chainsmokers,Coldplay",2017-02-22,247626,65,spotify:user:flaredfive830,2019-07-15T03:44:07Z,"pop,permanent wave",0.607,0.649,11,-6.695,0,0.0362,0.0306,0.0000246,0.174,0.505,102.996,4
2GiJYvgVaD2HtM8GqD9EgQ,"1KP6TWI40m7p3QBTU6u2xo","Electric Love","Dopamine","BØRNS",2015-10-16,218106,74,spotify:user:flaredfive830,2019-07-18T15:26:33Z,"indie poptimism,modern alternative rock,modern rock,pov: indie",0.611,0.797,6,-7.627,0,0.0533,0.00543,0.00137,0.26,0.518,120.041,4
6VoIBz0VhCyz7OdEoRYDiA,"3jOstUTkEu2JkjvRdBA5Gu","Say It Ain't So","Weezer","Weezer",1994-05-10,258826,71,spotify:user:flaredfive830,2019-07-18T21:42:14Z,"alternative rock,modern power pop,modern rock,permanent wave,rock",0.634,0.551,3,-7.136,1,0.0352,0.00737,0.0000182,0.07,0.453,151.779,4
2MLHyLy5z5l5YRp7momlgw,"3jOstUTkEu2JkjvRdBA5Gu","Island In The Sun","Weezer","Weezer",2001-05-15,200306,75,spotify:user:flaredfive830,2019-07-18T21:42:21Z,"alternative rock,modern power pop,modern rock,permanent wave,rock",0.654,0.81,4,-6.26,0,0.0288,0.00719,0.00251,0.165,0.661,114.622,4
2jz1bw1p0WQj0PDnVDP0uY,"3jOstUTkEu2JkjvRdBA5Gu","Feels Like Summer","Pacific Daydream","Weezer",2017-10-27,195893,46,spotify:user:flaredfive830,2019-07-18T21:42:41Z,"alternative rock,modern power pop,modern rock,permanent wave,rock",0.53,0.867,11,-4.989,1,0.0504,0.02,0.000248,0.737,0.74,175.981,4
3FtYbEfBqAlGO46NUDQSAt,"0SwO7SWeDHJijQ3XNS7xEE","Electric Feel","Oracular Spectacular","MGMT",2007-12-14,229640,75,spotify:user:flaredfive830,2019-07-18T23:15:19Z,"alternative rock,indie rock,indietronica,modern rock,rock",0.763,0.803,1,-3.713,1,0.0351,0.0709,0.285,0.348,0.561,103.04,3
6kcHg7XL6SKyPNd78daRBL,"1dWEYMPtNmvSVaDNLgB6NV","Sweet Talk","saintmotelevision","Saint Motel",2016-10-21,192040,60,spotify:user:flaredfive830,2019-07-18T23:15:37Z,"la indie,modern alternative rock,modern rock,pov: indie",0.67,0.843,1,-4.311,1,0.0454,0.0392,0,0.225,0.713,117.01,4
2QjOHCTQ1Jl3zawyYOpxh6,"77SW9BnxLY8rJ0RciFqkHh","Sweater Weather","I Love You.","The Neighbourhood",2013-04-19,240400,85,spotify:user:flaredfive830,2019-07-18T23:16:19Z,"modern alternative rock,modern rock,pop",0.612,0.807,10,-2.81,1,0.0336,0.0495,0.0177,0.101,0.398,124.053,4
7a86XRg84qjasly9f6bPSD,"5nCi3BB41mBaMH9gfr6Su0,6ueGR6SWhUJfvEhqkvMsVs","We Are Young (feat. Janelle Monáe)","Some Nights","fun.,Janelle Monáe",2012-02-21,250626,68,spotify:user:flaredfive830,2019-07-22T20:41:25Z,"baroque pop,metropopolis,afrofuturism,alternative r&b,atl hip hop,neo soul,r&b",0.378,0.638,10,-5.576,1,0.075,0.02,0.0000766,0.0849,0.735,184.086,4
7gpy7sfWPNuOKmUNs3XQYE,"5nCi3BB41mBaMH9gfr6Su0","Carry On","Some Nights","fun.",2012-02-21,278373,52,spotify:user:flaredfive830,2019-07-22T20:41:30Z,"baroque pop,metropopolis",0.388,0.694,5,-5.769,1,0.0735,0.118,0.000293,0.082,0.365,145.434,5
3KkXRkHbMCARz0aVfEt68P,"246dkjvS1zLTtiykXe5h60,1zNqQNIdeOUZHb8zbZRFMX","Sunflower - Spider-Man: Into the Spider-Verse","Spider-Man: Into the Spider-Verse (Soundtrack From & Inspired by the Motion Picture)","Post Malone,Swae Lee",2018-12-14,158040,76,spotify:user:flaredfive830,2019-07-23T18:29:49Z,"dfw rap,melodic rap,pop,rap,trap",0.76,0.478,2,-5.574,1,0.0467,0.552,0,0.0703,0.913,89.908,4
0n0XAmYCMWlzj3W9VdMejw,"4YZ5ECfbM2xSTSQTJGBbO5,7vtO3glDQwyFDY5cTymz4E","Happy Together (feat. Ray Toro)","Happy Together (feat. Ray Toro)","Gerard Way,Ray Toro",2019-02-08,179392,48,spotify:user:flaredfive830,2019-07-23T18:30:03Z,"",0.621,0.816,7,-4.077,1,0.0316,0.0695,0.00559,0.103,0.716,122.032,4
3Pzh926pXggbMe2ZpXyMV7,"26T3LtbuGT1Fu9m0eRq5X3","Ain't No Rest for the Wicked","Cage The Elephant (Expanded Edition)","Cage The Elephant",2009-03-24,175493,70,spotify:user:flaredfive830,2019-07-24T03:32:49Z,"modern alternative rock,modern rock,pov: indie,punk blues,rock",0.636,0.849,0,-7.075,1,0.106,0.0438,0,0.372,0.917,156.036,4
5huOzlgCK7PsMSG4TFBvKY,"5DK8eK7fjvRsziXzyr3sFA","Two High","Let The Record Play","Moon Taxi",2018-01-19,213120,46,spotify:user:flaredfive830,2019-07-24T21:00:39Z,"indie poptimism,modern alternative rock",0.68,0.735,11,-5.553,0,0.0482,0.0505,0.00132,0.109,0.523,106.994,4
6WkJ2OK163XXS2oARUC9JM,"77qukKzmdI5BeMBR7WGUrN,17TFSnqADESRM8BPSaM5aB,6dqohi36avY0M9urnyhITr","Dancin (feat. Luvli) - Krono Remix","Dancin (feat. Luvli) [Krono Remix]","Aaron Smith,Krono,Luvli",2014-11-07,198053,70,spotify:user:flaredfive830,2019-07-29T16:58:29Z,"chicago house",0.72,0.741,10,-6.529,0,0.0287,0.101,0.0000141,0.289,0.357,119.896,4
3TpBefRZ1vFcOH6z57PQRI,"1ShZZUjkbXCjhwrb18BA8I,0A0FS04o6zMoto8OKPsDwY","La La Land (feat. YG)","La La Land (feat. YG)","Bryce Vine,YG",2019-03-01,177117,34,spotify:user:flaredfive830,2019-08-01T02:59:34Z,"indie pop rap,cali rap,hip hop,pop rap,rap,southern hip hop,trap",0.781,0.469,1,-5.107,0,0.0569,0.223,0,0.19,0.412,98.013,4
4sebUbjqbcgDSwG6PbSGI0,"26T3LtbuGT1Fu9m0eRq5X3","Come a Little Closer","Melophobia","Cage The Elephant",2013-10-08,229346,66,spotify:user:flaredfive830,2019-08-05T10:31:01Z,"modern alternative rock,modern rock,pov: indie,punk blues,rock",0.44,0.778,1,-1.786,0,0.0327,0.0265,0.00000104,0.151,0.304,148.038,4
2m1hi0nfMR9vdGC8UcrnwU,"6FBDaR13swtiWwGhX1WQsP","All The Small Things","Enema Of The State","blink-182",1999-06-01,167066,77,spotify:user:flaredfive830,2019-08-07T02:30:46Z,"alternative metal,modern rock,pop punk,punk,rock,socal pop punk",0.434,0.897,0,-4.918,1,0.0488,0.0103,0,0.612,0.685,148.708,4
7tr2za8SQg2CI8EDgrdtNl,"7CajNmpbOovFoOoasH2HaY,2h93pZq0e7k5yf4dywlkpM,6oMuImdp5ZcFhWP0ESe6mG,4A0TivfinfALCAMJqqjZIk","Slide (feat. Frank Ocean & Migos)","Funk Wav Bounces Vol.1","Calvin Harris,Frank Ocean,Migos,Funk Wav",2017-06-30,230813,69,spotify:user:flaredfive830,2019-08-08T18:22:59Z,"dance pop,edm,electro house,house,pop,pop dance,progressive house,uk dance,lgbtq+ hip hop,neo soul,atl hip hop,hip hop,pop rap,rap,trap,funktronica",0.736,0.795,1,-3.299,0,0.0545,0.498,0.00000121,0.254,0.511,104.066,4
2hnMS47jN0etwvFPzYk11f,"0EdvGhlC1FkGItLOWQzG4J","Santeria","Sublime","Sublime",1996-07-30,182746,74,spotify:user:flaredfive830,2019-08-11T18:13:27Z,"rap rock,reggae fusion,ska mexicano,ska punk",0.682,0.765,1,-5.021,0,0.0395,0.0268,0.0000342,0.188,0.567,90.807,4
3B4q6KbHbGV51HO3GznBFF,"0EdvGhlC1FkGItLOWQzG4J","What I Got","Sublime","Sublime",1996-07-30,170906,72,spotify:user:flaredfive830,2019-08-11T18:13:43Z,"rap rock,reggae fusion,ska mexicano,ska punk",0.804,0.696,7,-7.47,1,0.0899,0.00877,0.000985,0.314,0.657,95.721,4
