Spotify ID,Artist IDs,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Added By,Added At,Genres,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
4f8Mh5wuWHOsfXtzjrJB3t,"4V8LLVI7PbaPR0K2TGSxFF","I THINK","IGOR","Tyler, The Creator",2019-05-17,212013,67,spotify:user:flaredfive830,2022-05-29T00:10:05Z,"hip hop,rap",0.826,0.579,8,-8.241,0,0.0801,0.00881,0,0.129,0.431,121.075,4
62tDpymKVSXEu0W3d4AMr9,"0fA0VVWsXO9YnASrzqfmYu","Do What I Want","Do What I Want","Kid Cudi",2022-06-10,171826,40,spotify:user:flaredfive830,2022-06-11T02:09:45Z,"hip hop,ohio hip hop,pop rap,rap",0.821,0.897,1,-3.624,1,0.129,0.091,0.00000344,0.106,0.354,154.985,4
787rCZF9i4L1cXGMkdyIk4,"13ubrt8QOOCPljQ2FL1Kca","LVL","LONG.LIVE.A$AP (Deluxe Version)","A$AP Rocky",2013,220133,67,spotify:user:flaredfive830,2022-06-11T03:00:27Z,"east coast hip hop,hip hop,rap",0.597,0.427,5,-6.764,0,0.0536,0.18,0.0000133,0.121,0.0997,120.085,4
6FBzhcfgGacfXF3AmtfEaX,"57vWImR43h4CaDao012Ofp","C U Girl","C U Girl","Steve Lacy",2015-02-15,129697,75,spotify:user:flaredfive830,2022-06-13T05:46:00Z,"afrofuturism",0.414,0.473,11,-8.911,0,0.116,0.663,0.0523,0.128,0.409,100,4
33i3xxHB4YSYGYbtJrwwO8,"4V8LLVI7PbaPR0K2TGSxFF,7pbDxGE6nQSZVfiFdq9lOL","Foreword (feat. Rex Orange County)","Flower Boy","Tyler, The Creator,Rex Orange County",2017-07-21,194080,56,spotify:user:flaredfive830,2022-06-13T05:54:52Z,"hip hop,rap,bedroom pop",0.734,0.671,1,-7.107,1,0.0315,0.118,0.00317,0.352,0.113,94.025,4
23SZWX2IaDnxmhFsSLvkG2,"5K4W6rqBFWDnAN6FQUkS6x,0fA0VVWsXO9YnASrzqfmYu,2yQf6b8hxahZaT5dHlWaB1","Gorgeous","My Beautiful Dark Twisted Fantasy","Kanye West,Kid Cudi,Raekwon",2010-11-22,357653,63,spotify:user:flaredfive830,2022-06-13T05:54:53Z,"chicago rap,hip hop,rap,ohio hip hop,pop rap,east coast hip hop,hardcore hip hop",0.598,0.713,6,-3.625,0,0.0326,0.0207,0.000175,0.431,0.118,91.964,4
3I8MbKRkS2IBDuslhCS3iT,"13ubrt8QOOCPljQ2FL1Kca","Excuse Me","AT.LONG.LAST.A$AP","A$AP Rocky",2015-05-26,238053,56,spotify:user:flaredfive830,2022-06-13T05:55:12Z,"east coast hip hop,hip hop,rap",0.653,0.71,8,-8.444,1,0.0555,0.33,0,0.143,0.41,122.04,4
5k8eNtmqlKe21qjIFIp1Du,"73sIBHcqh3Z3NyqHKZ7FOL","I. Flight of the Navigator","Because the Internet","Childish Gambino",2013-12-10,344143,0,spotify:user:flaredfive830,2022-06-13T05:55:54Z,"atl hip hop,hip hop,rap",0.304,0.668,1,-10.739,0,0.0439,0.0539,0.141,0.128,0.166,79.319,4
31tf1qEai5o5f4r66Kd0pU,"73sIBHcqh3Z3NyqHKZ7FOL","Me and Your Mama","Awaken, My Love!","Childish Gambino",2016-12-02,379226,1,spotify:user:flaredfive830,2022-06-13T05:56:02Z,"atl hip hop,hip hop,rap",0.554,0.433,5,-12.628,1,0.0341,0.0116,0.0449,0.0667,0.237,117.996,3
09oZ9eXQ2fo6YDrPzJqAoP,"6LuN9FCkKOj5PcnpouEgny,0hEurMDQu99nJRq8pTxO14","Outta My Head (with John Mayer)","Free Spirit","Khalid,John Mayer",2019-04-05,177066,58,spotify:user:flaredfive830,2022-06-13T05:56:43Z,"pop,pop r&b,neo mellow,singer-songwriter",0.729,0.545,0,-7.818,1,0.0316,0.0174,0.000274,0.369,0.514,103.012,4
4VsPMNoTStZSShv1bJwrv5,"7vNNmjV14SKQzlQAEg0BXP,13ubrt8QOOCPljQ2FL1Kca","Triple Double","Pixel Bath","Jean Dawson,A$AP Rocky",2020-10-23,222621,17,spotify:user:flaredfive830,2022-06-13T05:56:46Z,"indie hip hop,modern indie pop,east coast hip hop,hip hop,rap",0.558,0.842,9,-3.883,1,0.0611,0.268,0.00408,0.684,0.481,121.986,4
64gyqTtDDel7B2NoEkOa0A,"4LLpKhyESsyAXpc4laK94U","Objects in the Mirror","Watching Movies with the Sound Off (Deluxe Edition)","Mac Miller",2013-06-18,259143,0,spotify:user:flaredfive830,2022-06-13T05:56:47Z,"hip hop,pittsburgh rap,rap",0.645,0.658,1,-6.625,1,0.0532,0.623,0.0000202,0.107,0.19,77.021,4
3gJDgenxLephg09x86IxPs,"2P5sC9cVZDToPxyomzF1UH","TEMPTATION","ALL-AMERIKKKAN BADA$$","Joey Bada$$",2017-04-07,244197,61,spotify:user:flaredfive830,2022-06-16T06:33:21Z,"conscious hip hop,hip hop,rap",0.775,0.707,10,-5.339,0,0.152,0.397,0,0.874,0.78,104.979,4
5VlTQnZO89Ioku8ssdbqJk,"3tlXnStJ1fFhdScmQeLpuG","Dead Man Walking","Dead Man Walking","Brent Faiyaz",2020-09-18,247079,60,spotify:user:flaredfive830,2022-06-16T06:35:07Z,"r&b,rap",0.505,0.267,9,-13.763,0,0.05,0.279,0,0.096,0.439,143.929,4
3DK6m7It6Pw857FcQftMds,"5K4W6rqBFWDnAN6FQUkS6x,0ONHkAv9pCAFxb0zJwDNTy","Runaway","My Beautiful Dark Twisted Fantasy","Kanye West,Pusha T",2010-11-22,547733,76,spotify:user:flaredfive830,2022-06-27T15:43:03Z,"chicago rap,hip hop,rap,gangster rap,pop rap,southern hip hop,trap,virginia hip hop",0.374,0.568,1,-3.825,0,0.109,0.219,0.00219,0.513,0.111,84.733,4
10xV5l9nhLvFpR8mqzs0bL,"64KEffDW9EtZ1y2vBYgq8T,6LuN9FCkKOj5PcnpouEgny","Numb","Numb","Marshmello,Khalid",2022-06-10,155588,70,spotify:user:flaredfive830,2022-06-28T02:24:24Z,"brostep,edm,pop,progressive electro house,pop r&b",0.912,0.774,0,-4.673,0,0.0455,0.121,0.0127,0.101,0.632,119.966,4
0rFpcfF0YfvFUYsl99Bw9d,"0fA0VVWsXO9YnASrzqfmYu","Soundtrack 2 My Life","Man On The Moon: The End Of Day (Deluxe)","Kid Cudi",2009-01-01,235626,55,spotify:user:flaredfive830,2022-06-29T20:35:38Z,"hip hop,ohio hip hop,pop rap,rap",0.484,0.755,9,-6.653,0,0.136,0.465,0.0000156,0.375,0.441,86.496,4
2gAGWaK4wvt2xrFUlR4mK8,"13ubrt8QOOCPljQ2FL1Kca,2Dbnk0YRTPpKu46XzMf9nu,5K4W6rqBFWDnAN6FQUkS6x","Jukebox Joints (feat. Joe Fox & Kanye West)","AT.LONG.LAST.A$AP","A$AP Rocky,Joe Fox,Kanye West",2015-05-26,323960,67,spotify:user:flaredfive830,2022-06-29T20:36:54Z,"east coast hip hop,hip hop,rap,uk hip hop,chicago rap",0.284,0.803,2,-5.293,0,0.173,0.302,0,0.242,0.553,67.536,4
0zLClc0emc6qUeV1p5nc99,"5K4W6rqBFWDnAN6FQUkS6x","No More Parties In LA","The Life Of Pablo","Kanye West",2016-06-10,374413,66,spotify:user:flaredfive830,2022-06-29T20:37:01Z,"chicago rap,hip hop,rap",0.508,0.921,5,-1.644,1,0.303,0.246,0,0.221,0.681,93.058,4
3sNVsP50132BTNlImLx70i,"5K4W6rqBFWDnAN6FQUkS6x","Bound 2","Yeezus","Kanye West",2013-06-18,229146,76,spotify:user:flaredfive830,2022-06-29T20:37:14Z,"chicago rap,hip hop,rap",0.367,0.665,1,-2.821,1,0.0465,0.145,0,0.113,0.31,148.913,4
4KW1lqgSr8TKrvBII0Brf8,"5K4W6rqBFWDnAN6FQUkS6x","Father Stretch My Hands Pt. 1","The Life Of Pablo","Kanye West",2016-06-10,135920,78,spotify:user:flaredfive830,2022-06-29T20:37:21Z,"chicago rap,hip hop,rap",0.724,0.573,7,-4.113,1,0.0549,0.118,0,0.538,0.438,113.088,4
722tgOgdIbNe3BEyLnejw4,"5K4W6rqBFWDnAN6FQUkS6x","Black Skinhead","Yeezus","Kanye West",2013-06-18,188013,66,spotify:user:flaredfive830,2022-06-29T20:37:27Z,"chicago rap,hip hop,rap",0.766,0.809,1,-6.123,1,0.279,0.0011,0,0.168,0.325,130.127,4
5SkRLpaGtvYPhw02vZhQQ9,"5K4W6rqBFWDnAN6FQUkS6x,1lE6SEy8f84Zhjvp7r8yTD","All Falls Down","The College Dropout","Kanye West,Syleena Johnson",2004-02-10,223506,75,spotify:user:flaredfive830,2022-06-29T20:37:42Z,"chicago rap,hip hop,rap,contemporary r&b,neo soul,r&b,urban contemporary",0.657,0.734,8,-4.832,0,0.484,0.149,0,0.139,0.434,91.03,4
1jzIJcHCXneHw7ojC6LXiF,"4V8LLVI7PbaPR0K2TGSxFF,13ubrt8QOOCPljQ2FL1Kca","Potato Salad","Potato Salad","Tyler, The Creator,A$AP Rocky",2018-09-28,182493,62,spotify:user:flaredfive830,2022-06-29T20:37:58Z,"hip hop,rap,east coast hip hop",0.538,0.612,2,-6.02,1,0.424,0.308,0,0.213,0.684,168.197,4
5FxVTEpoBress37MmlMhbZ,"0fA0VVWsXO9YnASrzqfmYu,5lTANVMk0mGnsErXBAutfM","By Design","Passion, Pain & Demon Slayin'","Kid Cudi,André Benjamin",2016-12-16,257053,50,spotify:user:flaredfive830,2022-06-29T20:38:05Z,"hip hop,ohio hip hop,pop rap,rap",0.757,0.85,9,-5.885,0,0.0537,0.0559,0.000812,0.111,0.416,100.003,4
7Ks4VCY1wFebnOdJrM13t6,"2YZyLoL8N0Wb9xBt1NhZWg,2GVBp7QyHckoOg7rYkLvrA,4frXpPxQQZwbCu3eTGnZEw","Wesley's Theory","To Pimp A Butterfly","Kendrick Lamar,George Clinton,Thundercat",2015-03-16,287360,67,spotify:user:flaredfive830,2022-06-29T20:38:16Z,"conscious hip hop,hip hop,rap,west coast rap,funk,p funk,soul,afrofuturism,escape room,indie soul",0.509,0.787,7,-6.754,1,0.265,0.359,0.0000276,0.26,0.507,114.449,4
0bkTdkWwGk3OGFX0afD3Wj,"3ycxRkcZ67ALN3GQJ57Vig,4Gso3d4CscCijv0lmajZWs","Mystery Lady","Studying Abroad: Extended Stay","Masego,Don Toliver",2020-11-13,228453,65,spotify:user:flaredfive830,2022-07-02T04:33:29Z,"alternative r&b,indie soul,pop rap,rap",0.747,0.494,3,-7.957,0,0.141,0.393,0,0.0982,0.624,76.006,4
7rbECVPkY5UODxoOUVKZnA,"5K4W6rqBFWDnAN6FQUkS6x","I Wonder","Graduation","Kanye West",2007-09-11,243440,76,spotify:user:flaredfive830,2022-07-02T04:34:16Z,"chicago rap,hip hop,rap",0.542,0.466,0,-8.668,1,0.0824,0.141,0.000444,0.125,0.127,191.386,4
6RZmhpvukfyeSURhf4kZ0d,"5INjqkS1o8h1imAzPqGZBb","Is It True","The Slow Rush","Tame Impala",2020-02-14,239266,64,spotify:user:flaredfive830,2022-07-06T23:41:32Z,"australian psych,modern rock,neo-psychedelic,rock",0.731,0.664,0,-5.474,1,0.0302,0.00307,0.35,0.133,0.661,118.018,4
7dNdesJXrlHAHLaZhY1TBf,"0fA0VVWsXO9YnASrzqfmYu","GHOST!","The Boy Who Flew To The Moon (Vol. 1)","Kid Cudi",2022-07-08,289066,29,spotify:user:flaredfive830,2022-07-08T20:19:55Z,"hip hop,ohio hip hop,pop rap,rap",0.516,0.708,9,-4.465,0,0.0253,0.05,0.00000466,0.247,0.333,89.946,3
6KtgUT2J1MSI4BAUZ5ELTS,"415rtLOb1FDKZAxo1IJ1hW","The Dream Time Machine","The Boy Who Flew To The Moon (Vol. 1)","WZRD",2022-07-08,287306,24,spotify:user:flaredfive830,2022-07-08T20:40:19Z,"psychedelic hip hop",0.639,0.711,2,-6.672,0,0.0286,0.2,0.119,0.392,0.414,131.96,4
1AbvVbAkMlq8wUY4Hry48A,"415rtLOb1FDKZAxo1IJ1hW","Upper Room","The Boy Who Flew To The Moon (Vol. 1)","WZRD",2022-07-08,192240,23,spotify:user:flaredfive830,2022-07-08T20:40:23Z,"psychedelic hip hop",0.483,0.565,4,-8.228,0,0.0345,0.329,0.00000145,0.449,0.171,121.632,3
4S4Mfvv03M1cHgIOJcbUCL,"2h93pZq0e7k5yf4dywlkpM","In My Room","In My Room","Frank Ocean",2019-11-02,133680,69,spotify:user:flaredfive830,2022-07-09T02:21:55Z,"lgbtq+ hip hop,neo soul",0.861,0.647,7,-7.425,1,0.0675,0.594,0.661,0.114,0.67,158.037,4
5XFoaqV1Z8XaLJidchVWhh,"0fA0VVWsXO9YnASrzqfmYu","love.","The Boy Who Flew To The Moon (Vol. 1)","Kid Cudi",2022-07-08,328573,56,spotify:user:flaredfive830,2022-07-09T02:22:41Z,"hip hop,ohio hip hop,pop rap,rap",0.574,0.736,5,-4.743,1,0.0465,0.146,0.0000166,0.407,0.344,138.501,4
30E6DJfcj8HCM41uGQxvvf,"0fA0VVWsXO9YnASrzqfmYu,2RdwBSPQiwcmiDo9kixcl8","Surfin'","The Boy Who Flew To The Moon (Vol. 1)","Kid Cudi,Pharrell Williams",2022-07-08,375011,24,spotify:user:flaredfive830,2022-07-09T02:22:46Z,"hip hop,ohio hip hop,pop rap,rap,dance pop,pop",0.53,0.652,7,-7.197,1,0.0741,0.0317,0.0211,0.119,0.5,130.024,4
6aKyJeHH2EvHUaeJikCc9E,"0fA0VVWsXO9YnASrzqfmYu","CONFUSED!","The Boy Who Flew To The Moon (Vol. 1)","Kid Cudi",2022-07-08,236120,22,spotify:user:flaredfive830,2022-07-09T02:22:57Z,"hip hop,ohio hip hop,pop rap,rap",0.624,0.849,7,-4.958,1,0.0256,0.0102,0.000163,0.186,0.679,102.808,4
2Ls61ELfcA4Qa0IeV49z28,"0fA0VVWsXO9YnASrzqfmYu","Unfuckwittable","The Boy Who Flew To The Moon (Vol. 1)","Kid Cudi",2022-07-08,275746,24,spotify:user:flaredfive830,2022-07-09T02:24:07Z,"hip hop,ohio hip hop,pop rap,rap",0.561,0.829,10,-3.907,1,0.0462,0.00245,0.371,0.214,0.298,188.043,4
61FRf2PcTHgXH1CBJwb3H1,"0fA0VVWsXO9YnASrzqfmYu,6g0Wah2YFtb1rFgKhUktlo","Balmain Jeans","The Boy Who Flew To The Moon (Vol. 1)","Kid Cudi,Raphael Saadiq",2022-07-08,327320,22,spotify:user:flaredfive830,2022-07-09T02:24:49Z,"hip hop,ohio hip hop,pop rap,rap,funk,neo soul,soul",0.506,0.733,1,-6.277,1,0.0328,0.49,0.00266,0.0726,0.59,159.997,4
2Y0iGXY6m6immVb2ktbseM,"0SwO7SWeDHJijQ3XNS7xEE","Little Dark Age","Little Dark Age","MGMT",2018-02-09,299960,72,spotify:user:flaredfive830,2022-07-15T03:56:42Z,"alternative rock,indie rock,indietronica,modern rock,rock",0.705,0.712,6,-6.156,1,0.0385,0.0102,0.000855,0.1,0.62,97.512,4
5CM4UuQ9Gnd6K2YyKGPMoK,"57vWImR43h4CaDao012Ofp","Bad Habit","Bad Habit","Steve Lacy",2022-06-29,232114,70,spotify:user:flaredfive830,2022-07-23T16:33:26Z,"afrofuturism",0.686,0.507,1,-7.097,1,0.0357,0.626,0.0000751,0.383,0.69,168.955,4
0w6webWdhjRKdqJ3DeGgM1,"5SXuuuRpukkTvsLuUknva1","STATS","DIE FOR MY BITCH","Baby Keem",2019-07-19,169828,59,spotify:user:flaredfive830,2022-07-29T17:29:44Z,"hip hop,rap",0.567,0.462,1,-7.794,1,0.36,0.00192,0.00000357,0.106,0.172,152.236,4
0UfiLEHHKzibhZDgPe8f2W,"2rwALQ1SXdfUWPUd6WOfYS","Time","No Recognition","Aaron May",2022-06-25,174673,0,spotify:user:flaredfive830,2022-07-29T17:30:45Z,"conscious hip hop",0.798,0.276,6,-13.282,0,0.0792,0.38,0.0000539,0.129,0.551,98.669,4
4RvWPyQ5RL0ao9LPZeSouE,"4bthk9UfsYUYdcFyqxmSUU","Everybody Wants To Rule The World","Songs From The Big Chair (Super Deluxe Edition)","Tears For Fears",1985-02-25,251488,81,spotify:user:flaredfive830,2022-08-01T23:16:46Z,"new romantic,new wave,new wave pop,permanent wave,rock,sophisti-pop,synthpop",0.645,0.795,7,-12.095,1,0.0527,0.347,0.00389,0.104,0.535,112.067,4
6lUJpJ7OZycuD0ahNnvpHq,"0fA0VVWsXO9YnASrzqfmYu,67nwj3Y5sZQLl72VNUHEYE","Is There Any Love","A Kid Named Cudi","Kid Cudi,Wale",2022-07-15,210599,26,spotify:user:flaredfive830,2022-08-03T02:05:05Z,"hip hop,ohio hip hop,pop rap,rap,r&b,southern hip hop,trap",0.876,0.862,7,-5.547,1,0.313,0.248,0,0.0827,0.866,85.588,4
3xKsf9qdS1CyvXSMEid6g8,"2h93pZq0e7k5yf4dywlkpM","Pink + White","Blonde","Frank Ocean",2016-08-20,184516,82,spotify:user:flaredfive830,2022-08-05T04:03:54Z,"lgbtq+ hip hop,neo soul",0.545,0.545,9,-7.362,1,0.107,0.667,0.0000548,0.417,0.549,159.94,3
4QhWbupniDd44EDtnh2bFJ,"2h93pZq0e7k5yf4dywlkpM","Pyramids","channel ORANGE","Frank Ocean",2012-07-10,592920,72,spotify:user:flaredfive830,2022-08-11T14:08:24Z,"lgbtq+ hip hop,neo soul",0.4,0.65,5,-6.104,0,0.0466,0.0118,0.0000762,0.791,0.15,107.989,4
2ZWlPOoWh0626oTaHrnl2a,"2h93pZq0e7k5yf4dywlkpM","Ivy","Blonde","Frank Ocean",2016-08-20,249191,78,spotify:user:flaredfive830,2022-08-11T14:08:25Z,"lgbtq+ hip hop,neo soul",0.575,0.386,9,-9.584,0,0.037,0.785,0.000289,0.229,0.466,116.408,4
7eqoqGkKwgOaWNNHx90uEZ,"2h93pZq0e7k5yf4dywlkpM","Nights","Blonde","Frank Ocean",2016-08-20,307151,73,spotify:user:flaredfive830,2022-08-11T14:08:27Z,"lgbtq+ hip hop,neo soul",0.457,0.551,5,-9.36,0,0.167,0.427,0.00000115,0.113,0.428,89.87,4
4osgfFTICMkcGbbigdsa53,"2h93pZq0e7k5yf4dywlkpM","Novacane","Novacane","Frank Ocean",2011-01-01,302346,76,spotify:user:flaredfive830,2022-08-11T14:08:28Z,"lgbtq+ hip hop,neo soul",0.762,0.508,3,-9.112,1,0.0919,0.0584,0.00126,0.16,0.37,93.51,4
5GUYJTQap5F3RDQiCOJhrS,"2h93pZq0e7k5yf4dywlkpM","Self Control","Blonde","Frank Ocean",2016-08-20,249667,71,spotify:user:flaredfive830,2022-08-12T21:26:43Z,"lgbtq+ hip hop,neo soul",0.581,0.21,8,-10.426,1,0.0321,0.768,0,0.369,0.452,80.099,4
58k32my5lKofeZRtIvBDg9,"5SXuuuRpukkTvsLuUknva1","HONEST","DIE FOR MY BITCH","Baby Keem",2019-07-19,172672,72,spotify:user:flaredfive830,2022-08-13T02:06:47Z,"hip hop,rap",0.676,0.536,2,-8.79,1,0.0432,0.403,0.0000337,0.105,0.373,79.037,4
6qZjm61s6u8Ead9sWxCDro,"5INjqkS1o8h1imAzPqGZBb","Elephant","Lonerism","Tame Impala",2012-01-01,211226,66,spotify:user:flaredfive830,2022-08-13T03:03:19Z,"australian psych,modern rock,neo-psychedelic,rock",0.598,0.553,9,-6.742,0,0.0397,0.562,0.157,0.257,0.533,123.075,4
2yg7MXp8nSPaf61HVkhEr3,"0fA0VVWsXO9YnASrzqfmYu","The Void","Man On The Moon III: The Chosen","Kid Cudi",2020-12-11,325413,46,spotify:user:flaredfive830,2022-08-13T16:26:44Z,"hip hop,ohio hip hop,pop rap,rap",0.464,0.459,7,-8.736,0,0.0314,0.365,0.28,0.117,0.0786,142.017,4
27oVCAziETRbNuo5A8LNpg,"0fA0VVWsXO9YnASrzqfmYu","Solo Dolo, Pt. III","Man On The Moon III: The Chosen","Kid Cudi",2020-12-11,242266,46,spotify:user:flaredfive830,2022-08-13T16:26:46Z,"hip hop,ohio hip hop,pop rap,rap",0.589,0.727,10,-6.907,0,0.0866,0.239,0.0277,0.164,0.52,152.058,4
3ZuT0Evo8chdVM6rPXXqgd,"5INjqkS1o8h1imAzPqGZBb","Sundown Syndrome","Sundown Syndrome / Remember Me","Tame Impala",2009-01-01,349333,48,spotify:user:flaredfive830,2022-08-13T16:26:51Z,"australian psych,modern rock,neo-psychedelic,rock",0.2,0.725,8,-4.88,0,0.0377,0.0952,0.494,0.135,0.326,69.075,4
5JWPUEov2wlX7c0jhYZpeB,"5INjqkS1o8h1imAzPqGZBb","Lost In Yesterday","The Slow Rush","Tame Impala",2020-02-14,249586,61,spotify:user:flaredfive830,2022-08-13T16:26:52Z,"australian psych,modern rock,neo-psychedelic,rock",0.569,0.84,1,-4.123,1,0.118,0.0295,0.000118,0.0995,0.749,183.059,3
5FkoSXiJPKTNyYgALRJFhD,"5SXuuuRpukkTvsLuUknva1","ORANGE SODA","DIE FOR MY BITCH","Baby Keem",2019-07-19,129882,73,spotify:user:flaredfive830,2022-08-13T16:26:54Z,"hip hop,rap",0.83,0.564,1,-7.822,1,0.235,0.177,0,0.128,0.107,85.042,4
46b23Nj2UftnN8jSWz4VR5,"6U3ybJ9UHNKEdsH7ktGBZ7,1URnnhqYAYcrqrcwql10ft,3IJ21966TwNZI24MwZHMu4","Surround Sound (feat. 21 Savage & Baby Tate)","The Forever Story","JID,21 Savage,Baby Tate",2022-08-26,229938,21,spotify:user:flaredfive830,2022-09-18T17:12:12Z,"hip hop,pop rap,rap,underground hip hop,atl hip hop,trap queen",0.574,0.567,7,-7.126,0,0.465,0.164,0,0.258,0.526,75.965,4
3Fi4yOHkFTfVzOE7Ac3AgN,"6U3ybJ9UHNKEdsH7ktGBZ7","Raydar","The Forever Story","JID",2022-08-26,204909,0,spotify:user:flaredfive830,2022-09-18T17:12:38Z,"hip hop,pop rap,rap,underground hip hop",0.598,0.592,4,-7.607,0,0.381,0.0633,0.00000183,0.1,0.471,156.903,4
6wj7wjtegmkziorQ2tt5Pz,"6U3ybJ9UHNKEdsH7ktGBZ7,4mwdnO2jZrMmMVrjcHsZBv","Dance Now (feat. Kenny Mason)","The Forever Story","JID,Kenny Mason",2022-08-26,227555,0,spotify:user:flaredfive830,2022-09-18T17:12:44Z,"hip hop,pop rap,rap,underground hip hop,atl hip hop,chill abstract hip hop,indie hip hop",0.782,0.476,1,-10.972,1,0.239,0.0942,0.000022,0.162,0.27,135.024,4
2g6tReTlM2Akp41g0HaeXN,"2YZyLoL8N0Wb9xBt1NhZWg,4qXC0i02bSFstECuXP2ZpL,1PpDfXOUG7gxUjR1quWnwp","Die Hard","Mr. Morale & The Big Steppers","Kendrick Lamar,Blxst,Amanda Reifer",2022-05-13,239026,70,spotify:user:flaredfive830,2022-09-18T17:15:24Z,"conscious hip hop,hip hop,rap,west coast rap,pop rap,westcoast flow,barbadian pop",0.775,0.736,1,-8.072,0,0.247,0.319,0.00116,0.127,0.362,100.988,4
51pshtuYkgUQnt5huMPbKL,"4LLpKhyESsyAXpc4laK94U","The Spins","K.I.D.S.","Mac Miller",2010-08-13,195873,2,spotify:user:flaredfive830,2022-09-20T16:52:34Z,"hip hop,pittsburgh rap,rap",0.794,0.766,9,-3.894,0,0.0377,0.0135,0,0.0785,0.55,127.007,4
1ITpqT1kDATCtMBwOK7sYn,"5SXuuuRpukkTvsLuUknva1","vent","The Melodic Blue","Baby Keem",2021-09-10,136572,61,spotify:user:flaredfive830,2022-09-22T23:43:14Z,"hip hop,rap",0.896,0.377,9,-5.502,1,0.0935,0.0123,0.00000143,0.115,0.255,113.886,4
350l5Tkctw6RMcIdl7MlaS,"5SXuuuRpukkTvsLuUknva1","scars","The Melodic Blue","Baby Keem",2021-09-10,266010,45,spotify:user:flaredfive830,2022-09-22T23:43:29Z,"hip hop,rap",0.749,0.699,10,-6.687,0,0.0428,0.245,0.0000474,0.122,0.39,124.003,4
1h2IHrBJcZxB0XboJQpVWa,"5SXuuuRpukkTvsLuUknva1","lost souls","The Melodic Blue","Baby Keem",2021-09-10,269727,41,spotify:user:flaredfive830,2022-09-22T23:43:35Z,"hip hop,rap",0.692,0.308,1,-8.342,0,0.425,0.432,0.000143,0.153,0.203,169.995,4
7vy76jf6qE0IvoREJrvZtg,"5SXuuuRpukkTvsLuUknva1,2YZyLoL8N0Wb9xBt1NhZWg","range brothers (with Kendrick Lamar)","The Melodic Blue","Baby Keem,Kendrick Lamar",2021-09-22,316733,40,spotify:user:flaredfive830,2022-09-22T23:43:49Z,"hip hop,rap,conscious hip hop,west coast rap",0.663,0.583,11,-5.789,0,0.275,0.00472,0,0.125,0.146,121.678,4
19YKaevk2bce4odJkP5L22,"2h93pZq0e7k5yf4dywlkpM","Nikes","Blonde","Frank Ocean",2016-08-20,314075,67,spotify:user:flaredfive830,2022-09-23T02:17:46Z,"lgbtq+ hip hop,neo soul",0.633,0.395,8,-9.638,1,0.0857,0.692,0.000222,0.108,0.123,138.023,4
6MEDfjHxnVNcYmHe3mM6L2,"2h93pZq0e7k5yf4dywlkpM","Sweet Life","channel ORANGE","Frank Ocean",2012-07-10,262680,64,spotify:user:flaredfive830,2022-09-23T02:51:15Z,"lgbtq+ hip hop,neo soul",0.479,0.558,11,-6.074,1,0.179,0.227,0,0.0808,0.8,83.465,4
17yrCsl1Ai6CZLBmGj6d6p,"2h93pZq0e7k5yf4dywlkpM","Pretty Sweet","Blonde","Frank Ocean",2016-08-20,158478,57,spotify:user:flaredfive830,2022-09-23T02:51:17Z,"lgbtq+ hip hop,neo soul",0.202,0.724,0,-6.742,1,0.0494,0.258,0.0252,0.296,0.165,154.037,4
0725YWm6Z0TpZ6wrNk64Eb,"2h93pZq0e7k5yf4dywlkpM,3A5tHz1SfngyOZM2gItYKu","Super Rich Kids","channel ORANGE","Frank Ocean,Earl Sweatshirt",2012-07-10,304760,71,spotify:user:flaredfive830,2022-09-23T02:51:27Z,"lgbtq+ hip hop,neo soul,alternative hip hop,drumless hip hop,experimental hip hop,hip hop,rap,underground hip hop",0.739,0.419,3,-8.241,0,0.0854,0.219,0,0.196,0.58,60.493,4
1BViPjTT585XAhkUUrkts0,"2h93pZq0e7k5yf4dywlkpM","Seigfried","Blonde","Frank Ocean",2016-08-20,334570,66,spotify:user:flaredfive830,2022-09-23T02:52:43Z,"lgbtq+ hip hop,neo soul",0.377,0.253,4,-11.155,0,0.0387,0.975,0.000259,0.101,0.367,125.403,3
6TQs1M73R9aPqjqWvbNu22,"0fA0VVWsXO9YnASrzqfmYu,7c0XG5cIJTrrAgEC3ULPiq","Willing To Trust (with Ty Dolla $ign)","Willing To Trust","Kid Cudi,Ty Dolla $ign",2022-09-23,282053,33,spotify:user:flaredfive830,2022-09-23T18:26:26Z,"hip hop,ohio hip hop,pop rap,rap,r&b,southern hip hop,trap,trap soul",0.602,0.733,0,-7.06,1,0.227,0.0094,0.136,0.347,0.316,78.014,4
2FUmbehL0xqT4fwXwpPSAh,"5SXuuuRpukkTvsLuUknva1,0Y5tJX1MQlPlqiwlOH1tJY","durag activity (with Travis Scott)","The Melodic Blue","Baby Keem,Travis Scott",2021-09-22,224457,37,spotify:user:flaredfive830,2022-09-23T20:59:30Z,"hip hop,rap,slap house",0.894,0.758,2,-4.245,1,0.32,0.00417,0,0.0866,0.496,80.464,4
